Student_ID,CGPA,DSA,Python,Java,C++,SQL,DBMS,Operating_System,Computer_Networks,OOPS,React,NodeJS,MongoDB,Git,Linux,AWS,Docker,Kubernetes,Machine_Learning,Communication,Presentation,Teamwork,Leadership,Critical_Thinking,Problem_Solving,Adaptability,Internships,Projects,Hackathons,Certifications,LeetCode,GitHub_Repos,Industry_Ready
S3589,8.57,98,34,81,45,70,80,62,72,52,45,87,37,35,36,28,15,69,55,76,54,78,36,79,57,63,1,1,4,3,28,16,Moderately Ready
S3590,9.04,47,88,67,89,73,78,41,47,81,91,91,40,91,72,97,36,31,58,65,81,89,24,49,92,94,3,7,4,4,455,0,Industry Ready
S3591,8.96,71,97,49,69,64,53,79,88,55,91,44,27,73,27,28,11,14,37,43,48,66,78,87,82,77,0,0,1,7,74,10,Moderately Ready
S3592,7.88,86,38,73,96,52,83,97,78,62,97,59,78,35,63,30,15,62,46,55,51,72,35,58,40,66,0,2,5,1,349,4,Industry Ready
S3593,7.74,41,51,80,31,87,92,71,47,35,32,36,39,50,80,33,70,21,86,64,49,47,40,86,80,86,0,7,2,6,186,6,Industry Ready
S3594,6.11,46,56,48,77,77,41,50,59,48,36,99,86,21,25,39,41,30,32,58,63,69,24,93,49,70,0,7,3,2,341,0,Moderately Ready
S3595,8.83,59,39,97,81,87,75,39,58,54,45,67,74,92,90,57,38,88,36,59,80,87,77,82,35,54,1,2,0,5,14,14,Industry Ready
S3596,6.67,52,90,95,53,86,49,63,63,79,25,58,81,64,56,44,74,33,80,65,89,65,45,46,67,74,1,7,1,4,148,17,Industry Ready
S3597,7.64,30,80,42,31,68,87,86,52,95,23,34,37,73,73,68,24,22,37,90,58,54,62,63,58,75,0,0,1,2,110,10,Moderately Ready
S3598,6.72,61,39,91,94,57,57,57,39,61,26,36,98,78,42,26,19,35,36,71,90,75,78,78,48,63,2,7,3,1,88,0,Moderately Ready
S3599,6.08,38,35,90,49,93,99,40,52,90,36,54,75,78,76,57,19,49,75,42,56,84,77,71,72,56,3,4,4,1,246,18,Industry Ready
S3600,8.21,44,91,59,63,91,94,70,97,86,69,52,41,41,70,64,19,35,67,87,41,96,21,62,45,84,0,3,5,1,332,1,Industry Ready
S3601,5.73,57,34,59,70,91,44,91,71,71,25,37,27,53,77,18,46,54,35,46,49,51,63,89,97,73,0,5,3,1,70,9,Moderately Ready
S3602,8.72,53,99,80,70,55,92,67,89,65,49,49,30,92,38,86,41,39,44,71,44,80,95,58,66,40,0,3,4,1,112,11,Industry Ready
S3603,6.87,89,92,77,52,80,81,83,46,83,93,56,31,75,46,23,45,73,84,44,78,84,45,87,63,59,2,4,3,3,465,6,Industry Ready
S3604,5.5,64,85,62,67,79,49,75,86,87,75,26,67,53,44,35,73,82,46,60,45,82,63,93,64,45,0,1,4,0,395,12,Industry Ready
S3605,7.7,56,88,48,73,65,43,89,91,73,58,93,82,45,40,61,98,97,33,69,41,51,38,42,63,44,3,6,5,6,316,1,Industry Ready
S3606,5.7,49,92,86,96,55,47,60,80,44,33,99,46,90,44,94,24,47,69,59,47,43,68,64,45,68,3,6,1,1,46,18,Industry Ready
S3607,6.69,94,88,48,91,62,57,71,78,43,73,47,54,64,70,53,82,27,48,97,43,97,76,64,83,45,1,3,4,7,281,19,Industry Ready
S3608,8.54,78,80,70,41,97,67,51,58,47,41,37,21,95,90,93,25,18,47,68,98,42,25,45,98,89,2,5,3,4,68,5,Industry Ready
S3609,5.77,30,79,71,59,37,43,66,43,52,76,66,27,40,54,20,92,95,40,63,89,76,42,72,72,92,1,7,2,4,242,6,Industry Ready
S3610,9.11,39,33,81,94,95,37,62,46,46,60,42,39,62,89,60,55,65,43,40,70,77,62,72,94,72,2,7,3,7,455,1,Industry Ready
S3611,5.52,76,77,33,70,52,59,59,43,39,29,39,27,58,69,51,53,47,65,82,75,71,63,54,41,84,2,5,1,1,419,16,Industry Ready
S3612,6.56,88,61,33,49,99,70,81,56,41,21,50,82,32,34,71,85,30,79,64,47,65,85,59,41,77,3,6,4,2,182,1,Industry Ready
S3613,8.69,91,80,34,35,84,54,56,51,49,86,33,87,61,43,44,44,80,39,66,70,43,64,82,39,91,0,5,4,1,324,17,Industry Ready
S3614,6.86,47,81,70,33,72,88,95,67,52,67,42,50,64,68,73,60,21,71,64,56,40,38,81,81,68,3,4,4,7,341,8,Industry Ready
S3615,5.94,75,63,90,39,50,53,78,81,72,61,21,51,70,87,27,67,45,41,98,98,94,23,71,70,83,1,5,1,5,470,10,Industry Ready
S3616,7.05,61,65,84,80,51,94,54,49,60,30,48,32,36,26,23,14,20,87,60,96,44,76,63,49,49,2,2,5,6,71,13,Moderately Ready
S3617,6.66,56,99,42,67,38,71,84,67,72,93,69,45,82,73,58,47,76,35,56,85,41,28,42,73,71,1,5,3,3,498,4,Industry Ready
S3618,9.12,47,72,43,30,63,37,81,49,93,31,92,48,26,57,78,15,36,40,67,79,85,67,43,72,64,3,0,4,5,402,0,Moderately Ready
S3619,6.85,68,45,89,37,88,53,81,61,86,33,78,37,74,64,26,60,72,63,71,53,50,55,83,70,67,2,1,2,0,161,19,Industry Ready
S3620,8.89,78,88,54,92,55,87,85,95,67,49,52,88,23,28,30,23,80,81,83,47,48,86,98,36,68,0,7,5,7,453,1,Industry Ready
S3621,9.34,73,82,73,62,30,80,89,82,55,79,67,31,50,74,23,57,75,40,89,97,47,37,45,49,90,2,1,2,4,250,10,Industry Ready
S3622,7.37,83,48,39,44,34,90,73,42,51,96,63,21,75,71,12,21,83,30,73,64,97,59,98,89,74,1,5,0,6,190,13,Industry Ready
S3623,9.41,63,70,79,60,70,65,48,40,96,49,31,61,23,96,40,95,76,79,61,53,78,85,96,94,86,1,2,2,6,125,4,Industry Ready
S3624,7.12,65,76,73,50,92,87,81,97,93,57,61,26,59,68,98,61,90,56,81,62,54,84,91,59,96,1,7,0,1,177,0,Industry Ready
S3625,9.65,47,83,43,32,51,68,55,36,36,94,54,66,66,74,56,77,74,63,96,82,48,43,58,48,71,1,7,4,0,240,9,Industry Ready
S3626,5.88,67,84,44,95,97,65,49,56,98,84,60,73,69,89,53,68,43,41,58,80,81,72,97,43,85,2,3,1,0,272,17,Industry Ready
S3627,8.45,88,48,45,64,77,94,35,55,59,66,74,34,42,95,26,27,86,85,87,56,89,61,65,83,75,2,1,1,1,120,18,Industry Ready
S3628,7.62,38,91,31,70,95,45,44,40,75,58,32,77,70,98,99,62,87,62,47,88,69,72,87,69,46,3,0,1,6,80,4,Industry Ready
S3629,7.17,80,88,59,88,45,40,57,47,53,68,58,52,57,22,90,40,90,94,41,51,68,81,64,39,49,3,2,4,0,334,8,Industry Ready
S3630,8.22,64,94,59,45,82,61,52,35,72,92,85,86,28,87,65,44,43,40,44,59,90,81,94,51,85,2,1,4,4,294,12,Industry Ready
S3631,8.53,34,97,60,85,94,41,92,56,59,77,54,82,80,57,92,13,73,52,67,73,64,87,64,88,73,3,6,3,1,100,12,Industry Ready
S3632,5.52,43,57,49,74,93,83,86,58,73,36,91,67,99,89,36,18,26,36,43,95,61,54,98,81,72,2,5,5,2,158,3,Industry Ready
S3633,6.22,59,47,78,88,97,94,80,98,38,25,52,85,40,68,80,24,60,55,92,88,73,76,49,83,65,0,7,2,1,405,15,Industry Ready
S3634,8.57,33,55,64,79,92,67,47,75,37,34,55,84,28,27,99,51,65,33,75,91,61,80,77,96,87,2,2,4,4,57,3,Industry Ready
S3635,8.37,68,48,52,41,91,81,51,56,68,86,32,55,44,64,78,68,98,56,40,50,85,31,59,57,87,3,3,2,1,24,10,Industry Ready
S3636,9.65,93,84,90,41,74,78,95,95,44,47,75,36,55,48,11,94,57,50,54,66,69,68,44,50,52,0,5,1,1,274,3,Industry Ready
S3637,8.77,54,86,84,62,81,61,99,46,61,92,65,21,62,98,89,82,71,23,52,48,92,41,81,41,69,3,4,2,6,53,1,Industry Ready
S3638,9.59,57,35,96,78,94,56,87,38,35,63,92,52,97,68,71,41,65,25,70,57,49,87,83,77,71,2,2,3,1,198,16,Industry Ready
S3639,8.52,95,30,37,50,31,81,39,46,78,37,65,25,47,43,84,89,20,69,56,77,44,90,89,78,72,3,3,1,3,1,11,Industry Ready
S3640,6.78,51,37,69,89,78,82,66,67,86,51,63,62,83,40,96,54,94,96,45,75,44,42,74,43,45,2,1,2,3,334,11,Industry Ready
S3641,5.95,60,80,88,81,51,64,79,55,59,88,65,30,64,42,15,14,29,57,63,85,41,26,44,94,75,3,7,3,7,21,20,Industry Ready
S3642,8.86,52,54,61,83,58,36,90,86,99,63,93,24,75,47,74,40,77,98,94,67,69,41,74,44,41,3,1,5,4,493,7,Industry Ready
S3643,8.27,77,76,36,68,64,49,39,81,45,89,88,49,67,51,27,34,43,24,91,59,61,59,42,39,46,2,7,2,0,165,9,Moderately Ready
S3644,5.71,49,84,31,78,53,81,68,93,49,82,50,29,27,41,64,65,51,57,52,93,52,38,80,85,95,0,3,3,6,116,19,Industry Ready
S3645,7.05,67,93,35,93,59,61,95,81,91,95,43,43,33,81,76,10,50,43,60,81,78,72,71,41,69,2,1,2,1,262,18,Industry Ready
S3646,9.61,84,39,65,55,71,61,96,90,98,77,51,78,34,86,66,70,71,37,63,68,64,49,75,56,85,2,7,1,6,360,16,Industry Ready
S3647,7.65,97,85,61,36,79,47,97,47,45,66,86,86,58,92,28,76,26,51,93,43,92,45,69,58,94,2,6,1,1,342,3,Industry Ready
S3648,7.36,30,41,74,91,89,89,78,78,54,36,35,80,44,25,83,94,21,90,95,54,66,60,91,76,65,1,6,0,6,65,12,Industry Ready
S3649,7.47,36,62,71,53,59,51,62,69,64,58,76,45,82,84,93,76,77,91,61,80,86,41,88,56,64,1,1,3,5,371,12,Industry Ready
S3650,6.4,86,46,82,69,41,93,47,63,44,78,43,58,78,41,20,51,50,49,68,83,66,80,99,69,72,3,1,2,3,288,18,Industry Ready
S3651,7.09,41,90,38,76,78,44,77,90,88,26,53,22,94,70,93,68,23,49,63,67,60,92,78,89,81,1,3,5,2,337,1,Industry Ready
S3652,7.09,34,39,78,37,75,67,64,39,92,82,71,57,48,87,64,59,13,24,83,79,70,65,68,37,45,0,5,2,5,120,12,Industry Ready
S3653,5.73,79,60,31,83,72,71,60,87,63,76,67,61,22,76,46,86,91,23,51,63,54,77,65,53,47,2,3,2,3,363,15,Industry Ready
S3654,8.8,71,89,96,38,31,42,97,94,35,94,72,67,58,91,95,43,86,70,59,76,96,48,84,76,48,0,2,4,0,134,12,Industry Ready
S3655,7.29,41,99,40,32,83,67,91,40,92,53,74,32,41,74,13,77,83,28,81,55,77,72,64,80,50,2,0,3,5,314,3,Industry Ready
S3656,9.04,47,46,79,83,64,41,98,82,55,72,57,75,60,61,22,63,23,74,73,61,78,37,99,54,63,0,4,2,1,215,19,Industry Ready
S3657,9.16,95,79,64,50,81,68,83,69,49,85,21,78,39,71,79,91,18,52,54,86,75,50,95,67,45,1,5,0,1,266,8,Industry Ready
S3658,6.41,46,66,44,77,62,41,86,52,67,97,88,82,38,80,67,23,52,50,90,56,75,51,51,40,79,2,6,1,6,139,11,Industry Ready
S3659,8.33,97,91,60,76,80,75,97,45,72,67,72,99,32,38,11,41,29,73,92,40,40,28,57,49,95,1,5,4,4,145,5,Industry Ready
S3660,7.53,91,58,91,97,55,89,47,85,53,79,69,62,38,20,69,79,10,80,43,70,50,56,93,65,55,1,1,4,2,484,5,Industry Ready
S3661,9.28,70,61,57,92,91,41,79,57,38,62,48,94,99,60,98,90,90,85,92,64,44,27,97,40,56,2,6,1,4,384,5,Industry Ready
S3662,6.43,63,40,54,45,90,52,80,81,92,92,93,76,85,82,41,17,81,39,53,51,73,43,65,35,63,0,0,5,2,444,12,Industry Ready
S3663,8.41,99,35,54,34,55,77,75,93,46,23,74,40,84,67,72,44,26,95,40,59,76,87,54,53,46,3,7,5,5,120,3,Industry Ready
S3664,8.11,74,64,30,40,66,74,80,91,51,97,80,73,22,51,69,33,94,80,72,58,44,71,44,49,79,1,6,4,5,500,16,Industry Ready
S3665,6.77,87,62,88,58,59,87,35,90,35,94,69,98,43,69,35,12,98,55,99,44,59,65,95,68,79,1,5,0,2,256,2,Industry Ready
S3666,6.09,80,47,98,99,40,48,46,61,48,71,35,72,57,33,99,90,29,39,89,54,84,36,72,98,99,2,0,0,5,282,7,Industry Ready
S3667,8.3,63,66,71,77,82,55,69,69,36,51,89,64,21,36,31,45,68,64,86,80,83,40,80,83,97,2,6,1,2,246,0,Industry Ready
S3668,8.68,73,42,63,44,70,91,67,89,38,70,63,55,75,49,83,60,98,65,82,64,81,67,48,80,66,0,3,3,2,72,20,Industry Ready
S3669,6.86,44,93,95,63,34,80,92,43,80,29,35,82,99,70,96,90,94,37,89,74,52,28,71,85,49,1,3,5,4,448,17,Industry Ready
S3670,8.27,99,30,47,89,95,60,69,52,84,31,47,20,56,81,13,66,22,89,68,83,48,88,52,45,93,3,0,4,1,475,19,Industry Ready
S3671,7.2,79,92,34,91,42,58,80,78,94,58,76,86,23,43,25,68,86,93,95,94,44,24,82,38,48,1,3,2,1,331,18,Industry Ready
S3672,8.57,61,63,49,31,92,39,78,55,86,99,45,98,97,82,72,98,56,37,49,90,77,25,67,75,90,0,2,5,5,319,0,Industry Ready
S3673,6.36,96,39,95,48,54,76,60,90,82,87,30,52,63,33,51,31,59,83,75,86,71,91,62,98,49,3,2,2,6,48,4,Industry Ready
S3674,9.33,32,36,91,78,73,77,76,82,73,29,20,51,64,53,42,46,86,53,53,42,69,67,63,35,88,2,4,0,4,207,18,Industry Ready
S3675,6.74,80,85,61,57,43,66,64,35,94,92,88,77,66,78,22,84,49,98,61,91,88,65,80,43,69,2,4,3,5,368,0,Industry Ready
S3676,7.08,96,66,87,77,98,40,66,61,64,29,62,45,45,84,55,21,16,22,89,57,67,98,70,73,48,2,7,3,3,454,16,Industry Ready
S3677,5.75,77,58,79,66,88,41,70,79,61,42,65,80,95,52,22,30,64,91,72,61,76,92,44,99,85,0,5,5,6,249,0,Industry Ready
S3678,5.98,46,41,67,78,85,63,53,97,89,96,55,36,28,77,42,24,60,30,67,55,67,82,85,51,97,2,5,4,5,162,3,Industry Ready
S3679,7.72,36,46,84,77,81,68,56,92,60,32,85,92,99,37,23,21,85,65,46,54,96,22,98,35,65,3,4,5,0,440,4,Industry Ready
S3680,6.65,42,77,57,58,95,41,99,74,76,67,76,88,67,31,17,95,11,61,75,44,99,50,87,58,73,2,5,4,2,168,7,Industry Ready
S3681,9.09,95,55,51,89,97,92,91,97,86,63,25,48,50,93,99,65,23,36,75,81,82,26,41,54,74,0,1,1,6,406,14,Industry Ready
S3682,5.56,33,41,72,58,41,65,45,72,40,99,81,82,74,85,95,25,26,66,89,81,45,35,86,98,66,1,2,0,6,34,12,Industry Ready
S3683,7.13,39,50,65,87,97,79,60,63,44,83,46,25,20,21,55,42,86,49,80,52,80,34,69,54,59,1,1,1,6,79,6,Moderately Ready
S3684,6.95,46,71,81,77,72,81,82,74,72,59,45,78,78,89,10,52,10,62,73,89,83,26,88,74,63,3,2,1,7,303,13,Industry Ready
S3685,5.58,81,90,65,52,35,74,53,53,46,25,32,40,30,47,68,58,10,27,76,67,68,57,44,64,66,0,5,3,4,169,3,Moderately Ready
S3686,6.03,35,87,57,56,44,64,46,90,80,91,95,64,21,61,69,87,35,59,45,49,43,27,95,57,80,2,0,4,2,455,17,Industry Ready
S3687,7.28,98,83,87,36,71,96,90,78,83,62,37,64,65,22,58,27,55,90,74,55,57,75,49,57,58,2,6,2,2,239,17,Industry Ready
S3688,7.62,38,63,65,78,60,51,52,99,97,51,57,54,20,67,89,25,22,39,66,41,54,99,86,90,57,1,1,1,2,335,1,Moderately Ready
S3689,7.24,50,36,99,83,82,39,39,47,77,68,25,71,89,32,70,49,43,95,69,89,64,20,91,81,89,2,7,0,4,261,16,Industry Ready
S3690,7.78,53,64,38,97,35,35,58,64,94,93,47,65,90,76,32,76,71,47,71,75,43,38,75,51,82,1,7,1,1,355,15,Industry Ready
S3691,8.06,33,44,50,71,62,65,72,83,63,38,24,85,85,22,14,71,82,47,58,90,53,97,75,36,80,1,7,2,3,375,5,Industry Ready
S3692,5.54,53,94,93,88,58,69,86,97,45,71,78,76,21,82,94,99,60,78,61,64,98,38,95,67,51,2,4,2,3,350,19,Industry Ready
S3693,7.5,88,54,90,73,50,64,73,69,69,71,98,61,88,57,59,88,92,81,60,44,89,23,46,49,79,1,2,0,7,110,13,Industry Ready
S3694,9.64,32,88,69,55,83,49,93,45,57,53,92,92,32,78,45,36,96,99,44,67,56,83,68,66,57,1,5,5,5,91,18,Industry Ready
S3695,7.73,97,35,85,52,85,90,60,83,55,78,64,96,38,47,29,90,50,93,60,56,73,21,71,68,47,0,4,2,4,290,0,Industry Ready
S3696,8.41,69,81,33,37,50,94,99,74,71,24,72,35,66,45,52,23,64,73,80,41,92,95,66,94,75,2,3,2,0,272,11,Industry Ready
S3697,6.84,77,50,60,82,84,61,82,55,62,85,21,24,20,84,17,75,37,26,95,54,58,42,40,65,77,0,2,5,3,174,15,Moderately Ready
S3698,8.83,83,61,56,43,87,36,87,81,92,60,68,20,37,93,99,36,70,87,59,94,68,75,97,49,92,2,5,2,3,285,8,Industry Ready
S3699,8.82,64,82,87,36,93,98,43,37,87,53,92,41,51,93,50,63,16,43,77,95,61,70,93,54,55,2,5,1,2,243,19,Industry Ready
S3700,7.74,85,88,54,38,75,39,39,64,62,73,82,67,91,80,34,97,87,60,70,77,53,50,59,65,92,2,2,0,4,8,15,Industry Ready
S3701,9.7,69,98,98,32,51,47,95,96,76,39,89,45,30,76,16,69,11,73,76,68,75,77,73,36,52,2,4,1,5,278,12,Industry Ready
S3702,6.04,97,91,99,46,89,57,55,71,95,73,77,53,39,20,95,49,85,33,98,62,41,55,90,47,65,3,6,5,5,44,0,Industry Ready
S3703,5.57,75,33,34,73,40,84,97,56,67,85,23,77,27,51,70,54,11,63,45,57,84,31,75,50,87,3,4,0,1,64,2,Moderately Ready
S3704,8.81,42,47,37,75,76,71,54,65,89,37,49,26,57,51,42,77,37,68,70,53,46,54,65,49,65,1,7,2,4,139,14,Industry Ready
S3705,8.97,56,85,38,87,60,64,92,80,71,63,76,44,25,46,78,99,63,82,86,71,67,99,62,59,94,0,7,2,7,336,15,Industry Ready
S3706,6.02,35,53,44,57,47,57,79,79,81,67,66,76,21,32,47,77,85,64,82,83,98,23,72,62,95,0,4,4,7,173,13,Industry Ready
S3707,6.64,46,95,36,43,51,68,56,48,70,54,37,31,93,36,21,72,67,91,63,45,93,47,40,46,60,1,2,2,4,160,0,Moderately Ready
S3708,5.58,65,42,44,38,85,98,97,46,62,98,63,50,92,47,53,86,56,96,93,67,47,52,42,88,91,0,0,0,3,127,0,Industry Ready
S3709,6.76,31,91,66,55,46,89,64,97,44,58,71,46,74,71,62,49,70,26,93,93,68,93,89,92,89,3,3,3,6,277,4,Industry Ready
S3710,8.82,81,83,68,31,67,43,97,72,57,22,68,53,22,55,23,50,49,22,57,91,49,50,74,50,60,0,5,0,6,9,4,Moderately Ready
S3711,7.73,95,44,35,63,54,38,78,81,39,38,49,94,85,66,80,70,95,66,94,98,60,97,74,96,47,2,6,2,6,345,7,Industry Ready
S3712,7.0,81,98,86,48,61,67,92,88,40,37,71,53,91,85,61,74,27,80,99,91,74,24,98,44,72,2,7,2,2,397,0,Industry Ready
S3713,7.1,72,32,48,68,44,66,99,89,76,24,56,56,92,51,61,10,23,90,68,57,43,29,52,86,45,2,4,3,6,216,17,Industry Ready
S3714,5.51,51,66,92,42,42,78,70,82,81,74,82,77,45,51,55,18,34,49,99,74,92,44,72,64,89,2,7,2,4,494,0,Industry Ready
S3715,6.79,84,66,60,34,87,71,40,49,62,32,31,79,67,89,89,84,19,24,90,97,60,60,52,50,41,1,5,4,1,138,13,Industry Ready
S3716,8.28,96,32,39,79,79,94,71,50,47,53,36,45,27,74,50,89,57,91,51,77,77,36,61,44,47,1,0,3,7,402,10,Industry Ready
S3717,9.69,89,92,96,52,40,93,89,77,59,37,53,64,86,92,11,24,57,26,51,43,64,80,95,49,45,3,6,1,2,234,9,Industry Ready
S3718,9.14,87,64,91,58,42,70,93,41,41,87,47,64,94,99,58,68,70,58,68,90,59,79,44,60,45,3,5,5,2,306,17,Industry Ready
S3719,5.6,41,81,32,55,79,83,72,77,92,91,23,51,88,59,87,75,62,21,46,88,46,52,56,95,61,3,4,4,1,27,20,Industry Ready
S3720,9.36,98,57,47,86,67,85,59,62,70,62,65,88,95,47,37,19,18,62,55,99,46,28,82,49,64,1,7,0,1,282,9,Industry Ready
S3721,8.87,68,47,54,30,30,42,67,94,36,84,33,90,49,50,41,58,20,31,51,70,71,69,49,40,85,0,7,5,5,246,18,Industry Ready
S3722,8.86,42,65,49,57,68,84,47,37,72,60,32,42,46,50,85,20,36,47,60,50,71,50,98,35,70,2,2,5,1,394,12,Moderately Ready
S3723,7.47,70,62,87,91,56,75,72,35,48,57,77,84,62,45,86,39,68,38,43,85,61,24,94,69,74,0,0,4,4,149,8,Industry Ready
S3724,7.21,86,93,79,76,65,72,92,65,61,57,68,58,24,23,31,32,67,47,81,98,88,65,66,35,89,2,7,4,7,152,8,Industry Ready
S3725,6.8,82,55,39,88,61,89,54,90,49,32,69,86,39,77,51,31,22,95,99,50,64,23,54,72,44,3,6,2,5,477,7,Industry Ready
S3726,5.78,41,77,50,60,70,52,51,80,46,41,86,64,71,98,38,60,74,89,56,68,45,50,84,75,61,2,5,1,7,274,12,Industry Ready
S3727,6.48,42,69,58,99,44,99,58,66,77,48,40,86,40,42,88,51,20,38,67,58,90,23,81,46,96,0,2,3,2,447,6,Industry Ready
S3728,6.56,86,46,39,78,60,98,60,52,91,28,99,82,22,88,77,38,66,83,70,56,66,37,48,98,87,0,1,5,5,422,20,Industry Ready
S3729,7.58,69,69,42,34,35,46,74,69,82,87,70,89,60,79,42,54,76,28,86,43,57,53,99,44,64,3,4,4,2,262,1,Industry Ready
S3730,8.71,74,36,76,60,81,75,66,57,95,36,57,73,83,62,55,42,75,60,47,83,51,67,46,61,57,3,3,5,0,248,18,Industry Ready
S3731,7.54,64,86,52,66,51,76,71,47,78,56,45,46,87,45,18,48,33,69,85,43,67,82,96,73,48,0,0,2,6,389,20,Industry Ready
S3732,5.75,32,37,79,44,60,94,94,48,86,83,25,98,90,86,47,82,93,29,89,98,58,33,49,79,64,3,1,4,0,136,0,Industry Ready
S3733,9.62,34,85,33,81,75,84,91,71,96,86,37,55,43,87,89,74,58,93,65,51,82,52,80,45,68,1,4,1,6,117,10,Industry Ready
S3734,9.55,40,60,96,98,96,70,92,39,36,23,25,24,71,74,35,91,49,73,79,88,56,61,52,58,93,3,1,3,7,401,0,Industry Ready
S3735,8.88,85,88,82,40,72,82,56,56,65,59,60,86,94,66,52,59,88,29,85,86,74,51,55,91,72,0,0,2,0,414,16,Industry Ready
S3736,9.76,39,87,31,72,30,42,92,62,67,35,76,70,21,78,62,95,79,26,94,46,54,62,73,74,82,1,3,4,5,197,18,Industry Ready
S3737,7.84,63,41,97,99,73,59,83,38,39,30,69,51,63,94,36,57,93,51,87,60,44,76,47,71,47,0,0,1,4,317,7,Industry Ready
S3738,9.64,96,77,94,52,86,41,83,84,92,45,44,40,60,94,20,46,95,73,70,72,75,34,99,37,79,1,6,0,5,316,8,Industry Ready
S3739,5.83,60,60,86,69,38,42,76,63,45,91,67,36,89,35,35,87,11,89,58,76,97,69,70,35,95,3,3,0,4,173,20,Industry Ready
S3740,7.07,95,92,99,92,34,65,74,71,57,84,43,92,26,77,87,95,63,82,98,51,72,90,94,79,52,3,6,1,1,244,14,Industry Ready
S3741,6.47,99,68,36,31,38,46,80,69,79,21,49,45,57,20,66,42,24,53,46,46,60,82,67,65,47,0,6,5,4,341,7,Moderately Ready
S3742,6.34,70,49,48,76,74,91,56,54,61,64,64,41,64,64,10,15,57,62,88,93,74,89,46,71,87,1,7,3,2,8,2,Industry Ready
S3743,6.11,92,77,73,59,53,46,55,69,90,62,62,60,28,25,20,79,63,24,44,97,81,28,73,77,97,0,5,4,2,478,16,Industry Ready
S3744,8.18,61,83,92,45,71,61,85,36,93,22,91,78,72,71,39,64,55,38,52,54,66,32,72,38,92,2,6,4,6,21,17,Industry Ready
S3745,8.86,49,58,94,88,51,80,48,92,74,53,75,94,47,38,97,53,66,73,57,76,84,37,43,63,89,3,6,1,5,308,10,Industry Ready
S3746,7.99,86,77,68,76,89,41,43,52,52,99,92,29,38,62,13,59,64,33,57,95,69,54,94,45,80,0,2,4,6,276,10,Industry Ready
S3747,6.13,79,85,55,59,66,95,52,90,85,84,89,24,87,38,95,63,69,29,90,48,78,20,77,67,83,0,4,3,3,418,1,Industry Ready
S3748,8.99,54,46,73,38,68,92,47,98,95,83,52,74,23,58,81,72,39,68,94,72,85,55,65,87,66,2,1,1,3,254,15,Industry Ready
S3749,8.23,41,38,41,94,82,92,51,86,57,26,64,45,32,51,89,25,37,30,89,77,97,99,41,51,93,2,6,5,6,412,2,Industry Ready
S3750,7.17,68,63,51,88,57,47,59,56,70,54,26,23,30,84,42,56,61,50,59,55,69,86,71,46,42,1,7,0,4,84,12,Moderately Ready
S3751,8.4,46,74,43,93,44,87,88,94,72,41,37,46,21,66,42,66,50,85,91,70,98,65,78,35,72,2,2,0,6,52,12,Industry Ready
S3752,6.62,74,38,59,37,89,99,50,44,90,67,89,77,89,32,83,11,30,29,88,54,84,56,81,90,70,1,6,2,5,61,19,Industry Ready
S3753,6.98,40,36,73,81,89,83,58,40,73,51,64,22,31,93,75,46,96,40,62,41,95,91,98,57,67,0,4,5,5,185,19,Industry Ready
S3754,9.45,99,45,67,47,35,69,57,40,62,45,56,69,56,55,13,32,51,20,75,52,60,48,80,41,60,2,1,5,3,60,18,Moderately Ready
S3755,6.75,52,48,88,87,81,51,75,62,55,25,40,45,75,89,96,94,22,65,88,95,65,63,41,75,91,1,2,0,4,162,16,Industry Ready
S3756,7.52,99,35,71,78,41,44,67,76,96,65,98,37,71,46,60,22,54,94,90,44,63,87,65,87,68,0,6,4,1,342,19,Industry Ready
S3757,9.33,67,40,81,61,48,68,76,75,57,74,63,26,92,91,36,74,99,93,79,87,93,95,86,41,68,1,6,3,1,423,17,Industry Ready
S3758,8.54,31,90,92,77,31,38,82,97,55,94,49,64,23,43,42,57,63,39,91,72,61,96,66,87,91,0,4,3,3,491,13,Industry Ready
S3759,5.77,66,71,90,74,84,63,52,56,50,74,30,32,23,39,93,16,28,40,72,71,76,33,54,39,48,1,4,2,4,470,1,Moderately Ready
S3760,6.13,78,42,63,83,44,80,97,63,96,76,27,25,68,28,86,40,36,56,46,92,82,97,60,70,61,3,7,5,3,81,15,Industry Ready
S3761,5.53,81,41,68,75,93,80,45,68,99,82,24,54,71,58,84,72,49,33,79,81,65,70,87,78,47,0,2,4,2,58,7,Industry Ready
S3762,8.21,62,49,70,60,98,93,58,36,39,20,27,72,53,20,92,54,16,77,44,87,61,93,66,45,96,0,0,5,4,342,9,Industry Ready
S3763,7.42,51,79,66,66,44,95,95,60,80,40,24,87,41,30,41,65,34,76,71,84,85,28,73,98,84,1,3,1,0,256,15,Industry Ready
S3764,6.08,34,65,94,45,72,68,98,53,98,39,29,61,32,93,76,73,58,76,48,60,72,88,88,55,56,0,7,2,2,498,6,Industry Ready
S3765,9.62,47,98,61,75,46,39,70,54,75,92,34,23,82,20,86,31,45,88,69,41,63,53,50,38,62,1,5,4,4,171,5,Industry Ready
S3766,7.78,67,66,37,75,53,43,87,67,78,48,75,79,34,63,37,72,80,89,71,75,44,84,62,69,78,0,3,1,7,57,3,Industry Ready
S3767,6.54,66,41,47,90,59,54,81,38,49,62,74,64,59,70,95,89,93,43,78,93,63,46,89,69,69,2,6,0,3,211,2,Industry Ready
